"","YearEnd","LocationDesc","Question","Data_Value","Age(years)"
"4314",2014,"Kansas","Percent of adults aged 18 years and older who have obesity",36.5,"35 - 44"
"4315",2014,"Georgia","Percent of adults who engage in no leisure-time physical activity",34.6,"65 or older"
"4316",2011,"Tennessee","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",33.4,"18 - 24"
"4317",2013,"South Dakota","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",20.8,"65 or older"
"4318",2015,"Virginia","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",49.9,"18 - 24"
"4319",2017,"Idaho","Percent of adults aged 18 years and older who have obesity",26.1,"65 or older"
"4320",2017,"New Jersey","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",47.6,"65 or older"
"4321",2017,"Rhode Island","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",53.8,"65 or older"
"4322",2011,"New Mexico","Percent of adults who engage in no leisure-time physical activity",24.8,"35 - 44"
"4323",2017,"Pennsylvania","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",28.8,"25 - 34"
"4324",2017,"Virginia","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",31.9,"55 - 64"
"4325",2015,"Hawaii","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",58,"55 - 64"
"4326",2014,"Tennessee","Percent of adults aged 18 years and older who have obesity",37.1,"35 - 44"
"4327",2017,"Washington","Percent of adults who engage in no leisure-time physical activity",16,"25 - 34"
"4328",2017,"Nebraska","Percent of adults aged 18 years and older who have an overweight classification",36.4,"55 - 64"
"4329",2013,"Maryland","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",49.6,"45 - 54"
"4330",2017,"District of Columbia","Percent of adults aged 18 years and older who have obesity",23.9,"35 - 44"
"4331",2017,"New York","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",49.9,"55 - 64"
"4332",2017,"Texas","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",21.5,"25 - 34"
"4333",2017,"Maryland","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",22.2,"25 - 34"
"4334",2013,"Wyoming","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",21.7,"65 or older"
"4335",2013,"Kentucky","Percent of adults aged 18 years and older who have obesity",38.6,"35 - 44"
"4336",2013,"Vermont","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",36.7,"35 - 44"
"4337",2017,"Texas","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",20.1,"35 - 44"
"4338",2017,"Ohio","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",26.3,"25 - 34"
"4339",2011,"District of Columbia","Percent of adults aged 18 years and older who have obesity",30.6,"55 - 64"
"4340",2015,"Iowa","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",31.3,"35 - 44"
"4341",2017,"Washington","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",31.5,"35 - 44"
"4342",2017,"Missouri","Percent of adults aged 18 years and older who have an overweight classification",40.6,"35 - 44"
"4343",2013,"Arizona","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",50.3,"55 - 64"
"4344",2017,"Illinois","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",48.8,"25 - 34"
"4345",2017,"Rhode Island","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",56,"18 - 24"
"4346",2017,"Illinois","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",30,"55 - 64"
"4347",2015,"Georgia","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",25.5,"25 - 34"
"4348",2012,"Wyoming","Percent of adults aged 18 years and older who have obesity",29.1,"35 - 44"
"4349",2017,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",36.7,"55 - 64"
"4350",2017,"Missouri","Percent of adults who engage in no leisure-time physical activity",33.8,"55 - 64"
"4351",2017,"Texas","Percent of adults aged 18 years and older who have an overweight classification",39,"45 - 54"
"4352",2017,"Washington","Percent of adults aged 18 years and older who have an overweight classification",33.7,"25 - 34"
"4353",2015,"Massachusetts","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",52.2,"65 or older"
"4354",2017,"Utah","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",43.9,"18 - 24"
"4355",2017,"North Dakota","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",23.9,"18 - 24"
"4356",2013,"Virginia","Percent of adults who engage in no leisure-time physical activity",24.7,"35 - 44"
"4357",2012,"Minnesota","Percent of adults aged 18 years and older who have obesity",28.9,"35 - 44"
"4358",2017,"Oklahoma","Percent of adults aged 18 years and older who have an overweight classification",31.9,"25 - 34"
"4359",2017,"Nebraska","Percent of adults who engage in no leisure-time physical activity",27.6,"55 - 64"
"4360",2015,"Georgia","Percent of adults aged 18 years and older who have obesity",37.9,"55 - 64"
"4361",2017,"Nebraska","Percent of adults who engage in no leisure-time physical activity",21.8,"25 - 34"
"4362",2011,"Indiana","Percent of adults who engage in no leisure-time physical activity",38.1,"65 or older"
"4363",2015,"Tennessee","Percent of adults aged 18 years and older who have an overweight classification",23.7,"18 - 24"
"4364",2017,"Maine","Percent of adults who engage in no leisure-time physical activity",28,"45 - 54"
"4365",2013,"Idaho","Percent of adults who engage in no leisure-time physical activity",21.1,"25 - 34"
"4366",2017,"Vermont","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",60.6,"65 or older"
"4367",2015,"Idaho","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",28.2,"35 - 44"
"4368",2017,"Florida","Percent of adults aged 18 years and older who have an overweight classification",37,"45 - 54"
"4369",2012,"Iowa","Percent of adults who engage in no leisure-time physical activity",23.1,"45 - 54"
"4370",2017,"Missouri","Percent of adults aged 18 years and older who have obesity",19.4,"18 - 24"
"4371",2012,"Texas","Percent of adults aged 18 years and older who have obesity",25.1,"25 - 34"
"4372",2015,"Rhode Island","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",50.1,"55 - 64"
"4373",2015,"Kentucky","Percent of adults who engage in no leisure-time physical activity",42.3,"65 or older"
"4374",2017,"Missouri","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",51.2,"18 - 24"
"4375",2017,"New Jersey","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",27.4,"45 - 54"
"4376",2013,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",20.9,"18 - 24"
"4377",2017,"Montana","Percent of adults aged 18 years and older who have obesity",14.2,"18 - 24"
"4378",2017,"Wyoming","Percent of adults who engage in no leisure-time physical activity",23,"35 - 44"
"4379",2017,"Washington","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",61.2,"55 - 64"
"4380",2017,"Idaho","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",46.2,"18 - 24"
"4381",2014,"North Carolina","Percent of adults aged 18 years and older who have obesity",34.2,"45 - 54"
"4382",2017,"South Dakota","Percent of adults aged 18 years and older who have an overweight classification",42.5,"35 - 44"
"4383",2015,"North Dakota","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",47.6,"18 - 24"
"4384",2013,"Tennessee","Percent of adults who engage in no leisure-time physical activity",33.2,"25 - 34"
"4385",2011,"Kentucky","Percent of adults aged 18 years and older who have an overweight classification",30.5,"25 - 34"
